lambda_0.1,lambda_0.2,lambda_0.3,lambda_0.4,lambda_0.5,lambda_0.6,lambda_0.7,lambda_0.8,lambda_0.9,lambda_1.0
33.315,46.228,55.087,64.192,73.196,76.234,81.471,92.796,96.495,101.558
33.304,46.258,55.044,64.259,73.186,76.234,81.492,92.8,96.489,101.609
33.332,46.284,55.062,64.284,73.287,76.241,81.492,92.782,96.57,101.528
33.329,46.269,55.086,64.222,73.314,76.282,81.508,92.799,96.6,101.521
33.351,46.253,55.075,64.222,73.329,76.233,81.456,92.8,96.635,101.575
33.345,46.273,55.075,64.232,73.306,76.208,81.466,92.823,96.607,101.617
33.344,46.273,55.082,64.21,73.312,76.234,81.485,92.877,96.598,101.597
33.382,46.281,55.091,64.199,73.289,76.216,81.475,92.846,96.603,101.511
33.379,46.28,55.097,64.16,73.262,76.263,81.377,92.893,96.611,101.47
33.355,46.289,55.094,64.167,73.277,76.241,81.4,92.981,96.619,101.507
33.391,46.286,55.058,64.186,73.201,76.284,81.355,93.008,96.578,101.501
33.393,46.299,55.082,64.167,73.228,76.239,81.401,92.945,96.593,101.501
33.381,46.311,55.073,64.195,73.257,76.222,81.437,92.919,96.585,101.521
33.398,46.288,55.075,64.217,73.257,76.293,81.438,92.949,96.677,101.55
33.404,46.313,55.095,64.214,73.242,76.29,81.402,92.937,96.704,101.563
33.407,46.34,55.105,64.186,73.241,76.248,81.463,92.9,96.683,101.597
33.395,46.32,55.099,64.227,73.304,76.268,81.475,92.946,96.675,101.648
33.399,46.308,55.118,64.213,73.331,76.292,81.464,92.916,96.749,101.717
33.404,46.332,55.158,64.21,73.363,76.271,81.451,92.952,96.784,101.772
33.444,46.315,55.194,64.227,73.357,76.283,81.504,92.916,96.815,101.861
33.45,46.296,55.209,64.261,73.426,76.213,81.502,92.964,96.835,101.882
33.434,46.279,55.253,64.229,73.387,76.228,81.559,92.964,96.933,101.819
33.406,46.26,55.245,64.256,73.32,76.309,81.582,92.946,96.997,101.872
33.396,46.282,55.223,64.251,73.301,76.343,81.671,92.965,97.033,101.86
33.42,46.29,55.239,64.206,73.315,76.371,81.678,92.971,97.006,101.884
33.432,46.24,55.233,64.213,73.325,76.396,81.693,92.958,97.07,101.861
33.439,46.264,55.24,64.232,73.365,76.416,81.654,93.014,97.061,101.746
33.435,46.243,55.23,64.173,73.389,76.347,81.627,92.984,97.058,101.74
33.463,46.266,55.224,64.208,73.377,76.316,81.604,93.01,97.077,101.816
33.467,46.274,55.22,64.216,73.342,76.305,81.599,93.029,97.057,101.745
33.481,46.295,55.215,64.254,73.349,76.336,81.61,93.005,97.136,101.818
33.488,46.294,55.217,64.249,73.35,76.359,81.648,92.956,97.125,101.849
33.501,46.327,55.218,64.219,73.374,76.388,81.678,92.946,97.051,101.827
33.486,46.3,55.185,64.235,73.399,76.353,81.65,92.863,97.07,101.839
33.501,46.299,55.206,64.23,73.391,76.336,81.692,92.882,97.089,101.826
33.514,46.293,55.239,64.277,73.373,76.334,81.741,92.872,97.063,101.766
33.501,46.306,55.23,64.292,73.4,76.342,81.713,92.846,97.104,101.722
33.486,46.331,55.221,64.284,73.341,76.359,81.703,92.841,97.081,101.764
33.492,46.335,55.232,64.357,73.377,76.408,81.697,92.902,97.048,101.72
33.495,46.362,55.223,64.354,73.339,76.438,81.691,92.909,97.057,101.651
33.487,46.39,55.23,64.38,73.305,76.419,81.692,93.016,97.083,101.619
33.483,46.392,55.225,64.382,73.336,76.438,81.682,93.053,97.14599999999999,101.576
33.489,46.413,55.211,64.341,73.334,76.412,81.679,93.045,97.185,101.484
33.494,46.424,55.266,64.347,73.319,76.459,81.744,93.05,97.137,101.478
33.495,46.448,55.276,64.366,73.315,76.454,81.798,93.079,97.12,101.463
33.517,46.464,55.286,64.38,73.35,76.513,81.808,93.109,97.158,101.481
33.544,46.459,55.291,64.376,73.324,76.502,81.794,93.078,97.092,101.452
33.531,46.504,55.295,64.358,73.322,76.478,81.817,93.063,97.108,101.436
33.547,46.546,55.317,64.397,73.332,76.49,81.844,93.044,97.11500000000001,101.474
33.535,46.538,55.345,64.395,73.36,76.473,81.899,93.088,97.058,101.529
33.544,46.535,55.357,64.43,73.392,76.545,81.913,93.057,97.16,101.533
33.53,46.547,55.431,64.438,73.392,76.444,81.89,93.103,97.213,101.597
33.545,46.541,55.393,64.442,73.345,76.386,81.899,93.232,97.221,101.64
33.54,46.573,55.38,64.454,73.361,76.365,81.943,93.289,97.297,101.613
33.549,46.611,55.42,64.442,73.414,76.369,81.965,93.274,97.223,101.64
33.57,46.606,55.426,64.457,73.486,76.427,82.023,93.317,97.277,101.583
33.579,46.631,55.445,64.437,73.453,76.418,82.094,93.365,97.329,101.58
33.561,46.647,55.424,64.424,73.437,76.447,82.096,93.344,97.406,101.588
33.575,46.666,55.416,64.39,73.409,76.528,82.096,93.375,97.392,101.609
33.559,46.663,55.447,64.414,73.381,76.515,82.03,93.334,97.4,101.61
33.561,46.676,55.455,64.42,73.337,76.492,82.057,93.316,97.353,101.615
33.563,46.648,55.432,64.443,73.331,76.445,82.048,93.351,97.433,101.611
33.551,46.658,55.441,64.461,73.369,76.39,82.107,93.427,97.448,101.639
33.537,46.65,55.479,64.478,73.359,76.345,82.1,93.496,97.504,101.66
33.516,46.625,55.504,64.47,73.338,76.349,82.145,93.45,97.529,101.642
33.519,46.631,55.473,64.456,73.313,76.3,82.203,93.458,97.58,101.707
33.504,46.651,55.531,64.486,73.337,76.255,82.215,93.456,97.563,101.666
33.503,46.664,55.496,64.485,73.29,76.257,82.218,93.44,97.558,101.608
33.524,46.675,55.48,64.488,73.29,76.244,82.217,93.455,97.537,101.671
33.506,46.692,55.459,64.466,73.337,76.254,82.245,93.463,97.566,101.658
33.499,46.74,55.479,64.469,73.349,76.276,82.276,93.507,97.592,101.731
33.497,46.776,55.536,64.479,73.406,76.275,82.257,93.506,97.596,101.782
33.493,46.792,55.523,64.452,73.392,76.282,82.189,93.522,97.49,101.84
33.509,46.777,55.489,64.497,73.396,76.319,82.23,93.539,97.493,101.858
33.509,46.792,55.509,64.477,73.361,76.328,82.289,93.615,97.446,101.841
33.497,46.806,55.5,64.452,73.378,76.396,82.241,93.568,97.481,101.824
33.488,46.808,55.482,64.459,73.361,76.422,82.326,93.583,97.486,101.783
33.486,46.793,55.497,64.448,73.342,76.379,82.291,93.527,97.489,101.842
33.517,46.775,55.487,64.489,73.343,76.412,82.303,93.573,97.451,101.915
33.496,46.797,55.494,64.448,73.377,76.499,82.295,93.57,97.54,101.877
33.497,46.778,55.488,64.451,73.348,76.532,82.347,93.623,97.519,101.913
33.5,46.787,55.521,64.472,73.354,76.472,82.272,93.73,97.464,101.893
33.488,46.793,55.521,64.461,73.379,76.481,82.267,93.751,97.496,101.938
33.458,46.796,55.48,64.445,73.38,76.472,82.277,93.775,97.48,101.996
33.447,46.795,55.493,64.454,73.375,76.466,82.196,93.827,97.495,102.014
33.456,46.806,55.502,64.433,73.393,76.504,82.195,93.812,97.446,102.092
33.484,46.829,55.472,64.404,73.404,76.469,82.19,93.807,97.486,102.081
33.493,46.839,55.438,64.365,73.418,76.441,82.235,93.775,97.55999999999999,102.034
33.491,46.825,55.455,64.396,73.436,76.397,82.286,93.839,97.546,101.979
33.471,46.834,55.467,64.405,73.429,76.438,82.317,93.874,97.57,101.944
33.483,46.791,55.473,64.393,73.426,76.436,82.304,93.795,97.58,102.006
33.481,46.821,55.481,64.364,73.404,76.414,82.348,93.759,97.554,102.023
33.488,46.813,55.493,64.359,73.406,76.484,82.371,93.717,97.571,102.049
33.466,46.833,55.511,64.348,73.346,76.507,82.338,93.658,97.568,102.058
33.443,46.848,55.508,64.341,73.38,76.47,82.387,93.679,97.59,102.086
33.443,46.872,55.524,64.286,73.418,76.447,82.314,93.656,97.601,102.043
33.453,46.869,55.533,64.312,73.416,76.425,82.327,93.707,97.544,101.95
33.466,46.88,55.527,64.299,73.439,76.433,82.362,93.713,97.522,101.92
33.447,46.893,55.53,64.27,73.441,76.399,82.3,93.751,97.533,101.926
33.444,46.921,55.518,64.285,73.446,76.405,82.304,93.742,97.518,101.863
33.455,46.923,55.494,64.337,73.429,76.446,82.379,93.811,97.51,101.895
33.447,46.915,55.554,64.371,73.417,76.427,82.288,93.886,97.469,101.943
33.46,46.953,55.596,64.365,73.465,76.489,82.319,93.922,97.432,101.963
33.455,46.949,55.644,64.387,73.515,76.475,82.354,93.871,97.412,101.978
33.451,46.956,55.628,64.466,73.523,76.431,82.422,93.805,97.401,102.032
33.428,46.993,55.641,64.516,73.528,76.438,82.447,93.81,97.306,102.042
33.389,47.02,55.654,64.483,73.495,76.419,82.466,93.842,97.244,102.045
33.378,47.01,55.649,64.435,73.478,76.412,82.543,93.823,97.308,101.956
33.385,47.021,55.6,64.423,73.469,76.459,82.56,93.829,97.293,101.984
33.364,46.998,55.589,64.392,73.51,76.468,82.534,93.865,97.315,101.949
33.369,46.975,55.559,64.418,73.498,76.432,82.531,93.842,97.348,101.899
33.358,46.976,55.542,64.463,73.48,76.406,82.577,93.827,97.375,101.927
33.344,46.944,55.549,64.492,73.425,76.423,82.568,93.802,97.374,101.901
33.356,46.961,55.508,64.529,73.44,76.453,82.474,93.823,97.368,101.96
33.339,46.963,55.536,64.492,73.517,76.447,82.496,93.834,97.51,101.996
33.321,46.995,55.525,64.472,73.51,76.505,82.471,93.833,97.423,102.008
33.34,47.006,55.508,64.438,73.446,76.533,82.463,93.888,97.414,102.074
33.325,46.995,55.516,64.48,73.476,76.547,82.419,93.893,97.409,102.06
33.326,46.969,55.548,64.468,73.467,76.548,82.387,93.85,97.369,102.097
33.311,46.972,55.56,64.509,73.436,76.513,82.415,93.9,97.401,102.118
33.334,46.947,55.591,64.48,73.481,76.499,82.366,93.916,97.509,102.145
33.361,46.952,55.63,64.484,73.494,76.501,82.335,93.934,97.523,102.12
33.361,46.973,55.679,64.514,73.508,76.531,82.318,93.978,97.547,102.185
33.368,46.96,55.716,64.533,73.52,76.532,82.289,93.996,97.553,102.184
33.361,46.941,55.727,64.501,73.535,76.526,82.318,93.988,97.549,102.099
33.39,46.932,55.687,64.487,73.536,76.515,82.311,93.988,97.57,102.131
33.391,46.942,55.727,64.482,73.473,76.492,82.268,93.928,97.602,102.157
33.368,46.94,55.695,64.534,73.41,76.492,82.226,93.95,97.518,102.126
33.384,46.953,55.724,64.545,73.383,76.536,82.227,94.0,97.531,102.128
33.392,46.949,55.72,64.555,73.422,76.569,82.235,94.09,97.528,102.115
33.417,46.97,55.702,64.545,73.466,76.576,82.285,94.175,97.526,102.114
33.442,46.962,55.704,64.55,73.484,76.504,82.304,94.195,97.598,102.072
33.437,46.955,55.723,64.537,73.494,76.488,82.328,94.173,97.604,102.072
33.44,46.94,55.691,64.56,73.571,76.51,82.299,94.215,97.572,102.039
33.433,46.937,55.721,64.556,73.543,76.507,82.304,94.203,97.601,102.072
33.448,46.921,55.726,64.538,73.562,76.519,82.32,94.181,97.626,102.022
33.466,46.936,55.734,64.516,73.608,76.511,82.338,94.142,97.629,102.051
33.43,46.928,55.73,64.507,73.604,76.555,82.375,94.12,97.696,101.993
33.419,46.942,55.731,64.487,73.642,76.504,82.403,94.115,97.696,101.948
33.431,46.951,55.746,64.508,73.683,76.521,82.452,94.133,97.71,101.873
33.439,46.935,55.768,64.52,73.641,76.611,82.463,94.146,97.749,101.856
33.429,46.936,55.796,64.512,73.714,76.63,82.452,94.213,97.751,101.817
33.452,46.934,55.807,64.546,73.699,76.601,82.472,94.155,97.757,101.861
33.446,46.914,55.803,64.524,73.728,76.534,82.522,94.136,97.797,101.838
33.432,46.924,55.803,64.564,73.703,76.506,82.557,94.146,97.78700000000002,101.824
33.448,46.947,55.835,64.533,73.721,76.482,82.54,94.116,97.766,101.839
33.454,46.946,55.804,64.515,73.699,76.501,82.506,94.096,97.766,101.829
33.465,46.963,55.804,64.514,73.764,76.499,82.47,94.119,97.826,101.804
33.464,46.919,55.806,64.503,73.791,76.509,82.464,94.14,97.771,101.772
33.473,46.905,55.799,64.485,73.812,76.56,82.397,94.06,97.74,101.829
33.483,46.926,55.785,64.472,73.761,76.568,82.371,94.05,97.593,101.82
33.484,46.923,55.797,64.427,73.746,76.633,82.382,94.096,97.602,101.879
33.512,46.923,55.766,64.43,73.751,76.606,82.386,94.09,97.629,101.857
33.515,46.925,55.749,64.42,73.656,76.645,82.329,94.101,97.659,101.873
33.528,46.95,55.726,64.445,73.658,76.609,82.356,94.101,97.624,101.865
33.527,46.971,55.768,64.454,73.627,76.621,82.344,94.062,97.583,101.849
33.541,46.979,55.811,64.485,73.696,76.642,82.242,94.003,97.61999999999999,101.857
33.542,46.987,55.792,64.457,73.702,76.611,82.192,93.923,97.589,101.875
33.547,46.998,55.8,64.482,73.717,76.583,82.185,93.938,97.582,101.9
33.575,47.011,55.801,64.443,73.715,76.623,82.177,93.948,97.577,101.975
33.581,46.997,55.821,64.494,73.654,76.613,82.278,93.916,97.519,102.022
33.587,47.013,55.827,64.49,73.659,76.603,82.287,93.911,97.616,102.071
33.59,46.986,55.826,64.453,73.655,76.599,82.278,93.973,97.621,102.016
33.579,46.974,55.878,64.465,73.676,76.61,82.246,93.911,97.607,101.951
33.532,46.968,55.869,64.428,73.664,76.614,82.314,93.913,97.66,101.962
33.548,46.933,55.908,64.43,73.677,76.537,82.294,93.955,97.668,101.926
33.54,46.918,55.895,64.435,73.716,76.517,82.281,94.0,97.705,101.952
33.552,46.935,55.906,64.448,73.719,76.545,82.345,93.974,97.73,101.974
33.552,46.954,55.929,64.44,73.745,76.487,82.275,93.929,97.679,101.994
33.589,46.969,55.924,64.453,73.765,76.458,82.285,93.931,97.685,101.998
33.596,46.973,55.932,64.506,73.813,76.568,82.281,93.922,97.646,102.062
33.593,47.007,55.926,64.552,73.777,76.624,82.261,93.94,97.706,102.08
33.61,47.017,55.914,64.605,73.723,76.611,82.232,94.022,97.752,102.048
33.605,47.026,55.956,64.637,73.717,76.651,82.286,94.076,97.743,102.011
33.626,47.027,55.965,64.657,73.706,76.649,82.253,94.096,97.70799999999998,101.947
33.616,47.022,55.983,64.675,73.75,76.635,82.277,94.161,97.702,101.973
33.616,47.03,55.975,64.636,73.712,76.664,82.284,94.186,97.726,102.018
33.611,47.03,56.02,64.555,73.671,76.59,82.246,94.208,97.746,102.033
33.617,47.029,56.015,64.579,73.668,76.592,82.2,94.264,97.731,102.027
33.631,47.015,55.984,64.582,73.687,76.601,82.164,94.303,97.701,101.984
33.649,47.022,55.975,64.597,73.685,76.553,82.088,94.323,97.684,101.915
33.657,47.039,55.979,64.583,73.688,76.547,82.077,94.337,97.702,102.026
33.677,47.06,55.971,64.61,73.725,76.545,82.047,94.307,97.679,102.047
33.649,47.015,55.962,64.63,73.75,76.58,82.061,94.319,97.679,101.997
33.654,46.987,55.951,64.652,73.82,76.558,82.063,94.292,97.641,102.022
33.632,46.996,55.956,64.642,73.803,76.562,82.098,94.353,97.59,102.026
33.63,46.986,55.926,64.664,73.796,76.688,82.131,94.314,97.592,102.017
33.627,47.014,55.906,64.654,73.764,76.684,82.116,94.285,97.624,102.066
33.615,46.997,55.891,64.677,73.75,76.705,82.152,94.329,97.652,102.058
33.632,47.0,55.907,64.616,73.802,76.698,82.209,94.322,97.698,102.082
33.639,46.984,55.96,64.607,73.841,76.644,82.237,94.304,97.681,102.161
33.607,47.006,55.962,64.551,73.852,76.658,82.273,94.255,97.639,102.19
33.626,47.015,55.941,64.607,73.801,76.661,82.231,94.311,97.64,102.231
33.63,47.031,55.96,64.644,73.807,76.669,82.285,94.326,97.674,102.3
33.634,47.046,55.983,64.659,73.817,76.699,82.276,94.332,97.712,102.291
33.64,47.012,55.958,64.673,73.832,76.729,82.251,94.371,97.705,102.236
33.652,47.039,55.949,64.6,73.787,76.752,82.232,94.386,97.675,102.213
33.63,47.047,55.921,64.593,73.827,76.669,82.245,94.403,97.727,102.217
33.627,47.074,55.951,64.57,73.86,76.69,82.273,94.421,97.683,102.281
33.613,47.093,55.944,64.576,73.875,76.725,82.263,94.459,97.722,102.3
33.6,47.106,56.0,64.566,73.848,76.715,82.319,94.457,97.738,102.256
33.6,47.12,56.016,64.572,73.866,76.696,82.258,94.446,97.646,102.235
33.597,47.16,56.02,64.568,73.854,76.741,82.226,94.494,97.606,102.231
33.592,47.162,56.0,64.541,73.911,76.752,82.201,94.458,97.576,102.238
33.591,47.176,56.013,64.569,73.916,76.768,82.239,94.477,97.558,102.383
33.599,47.154,56.02,64.547,73.953,76.783,82.247,94.477,97.473,102.34
33.575,47.105,56.033,64.549,73.934,76.807,82.198,94.481,97.431,102.315
33.578,47.098,56.062,64.524,73.881,76.813,82.147,94.454,97.402,102.371
33.624,47.118,56.052,64.52,73.869,76.803,82.122,94.46,97.41799999999999,102.348
33.638,47.106,56.034,64.543,73.846,76.827,82.095,94.464,97.395,102.321
33.626,47.128,56.082,64.475,73.852,76.794,82.097,94.478,97.381,102.377
33.626,47.127,56.064,64.468,73.853,76.749,82.098,94.553,97.403,102.418
33.629,47.111,56.06,64.49,73.854,76.727,82.152,94.504,97.441,102.294
33.628,47.129,56.081,64.496,73.901,76.659,82.116,94.506,97.437,102.23
33.617,47.106,56.118,64.508,73.9,76.633,82.084,94.453,97.481,102.262
33.631,47.087,56.096,64.534,73.885,76.555,82.085,94.45,97.505,102.346
33.642,47.09,56.067,64.549,73.914,76.581,82.138,94.398,97.415,102.359
33.628,47.098,56.082,64.512,73.95,76.594,82.238,94.381,97.443,102.364
33.62,47.093,56.075,64.501,73.95,76.665,82.228,94.332,97.423,102.431
33.642,47.104,56.101,64.531,73.939,76.638,82.26,94.385,97.387,102.411
33.654,47.11,56.136,64.501,73.939,76.638,82.27,94.365,97.39100000000002,102.428
33.639,47.109,56.173,64.494,73.994,76.66,82.312,94.367,97.42200000000001,102.532
33.655,47.089,56.117,64.513,73.964,76.705,82.327,94.386,97.392,102.557
33.658,47.122,56.119,64.503,73.996,76.727,82.366,94.379,97.344,102.558
33.648,47.143,56.149,64.536,73.991,76.783,82.348,94.409,97.339,102.572
33.655,47.154,56.182,64.518,74.02,76.767,82.416,94.406,97.367,102.608
33.642,47.167,56.215,64.577,74.005,76.792,82.463,94.443,97.349,102.588
33.642,47.158,56.239,64.591,74.001,76.806,82.519,94.466,97.438,102.593
33.638,47.121,56.261,64.597,73.989,76.818,82.568,94.394,97.468,102.642
33.637,47.107,56.231,64.605,73.994,76.837,82.516,94.395,97.443,102.612
33.635,47.124,56.239,64.646,74.055,76.858,82.576,94.407,97.526,102.627
33.636,47.128,56.19,64.654,74.08,76.833,82.611,94.433,97.579,102.71
33.644,47.134,56.162,64.677,74.139,76.789,82.602,94.504,97.588,102.778
33.635,47.131,56.15,64.655,74.132,76.799,82.615,94.519,97.532,102.798
33.658,47.11,56.186,64.692,74.196,76.799,82.671,94.51,97.572,102.763
33.676,47.129,56.188,64.666,74.205,76.756,82.658,94.494,97.593,102.757
33.67,47.124,56.197,64.682,74.188,76.772,82.645,94.471,97.573,102.77
33.687,47.15,56.159,64.682,74.199,76.802,82.655,94.401,97.583,102.848
33.688,47.145,56.162,64.657,74.203,76.78,82.689,94.41,97.671,102.906
33.69,47.176,56.138,64.69,74.225,76.767,82.732,94.432,97.714,102.824
33.692,47.189,56.161,64.692,74.189,76.689,82.759,94.448,97.71,102.864
33.71,47.174,56.148,64.707,74.189,76.66,82.738,94.44,97.689,102.832
33.718,47.164,56.135,64.702,74.161,76.642,82.777,94.415,97.646,102.823
33.72,47.197,56.167,64.67,74.198,76.58,82.805,94.446,97.589,102.813
33.736,47.199,56.13,64.645,74.181,76.585,82.872,94.414,97.536,102.845
33.744,47.201,56.104,64.653,74.195,76.57,82.917,94.372,97.53999999999999,102.866
33.741,47.181,56.115,64.664,74.241,76.536,82.973,94.391,97.605,102.907
33.74,47.179,56.155,64.709,74.275,76.523,82.958,94.425,97.626,102.941
33.737,47.19,56.194,64.699,74.276,76.544,83.015,94.411,97.702,102.812
33.748,47.191,56.167,64.658,74.248,76.508,83.075,94.365,97.725,102.885
33.742,47.199,56.172,64.646,74.273,76.487,83.098,94.382,97.722,102.881
33.749,47.183,56.221,64.672,74.269,76.543,83.089,94.329,97.64,102.927
33.766,47.184,56.208,64.67,74.307,76.568,83.016,94.297,97.644,102.937
33.757,47.199,56.193,64.681,74.313,76.675,83.033,94.359,97.672,102.964
33.773,47.217,56.186,64.683,74.321,76.687,83.06,94.377,97.65,103.022
33.791,47.201,56.162,64.693,74.292,76.645,83.049,94.275,97.64,103.07
33.789,47.206,56.13,64.715,74.345,76.63,83.096,94.234,97.649,103.146
33.792,47.194,56.147,64.679,74.327,76.628,83.055,94.332,97.678,103.154
33.801,47.226,56.118,64.67,74.379,76.619,83.047,94.34,97.655,103.17
33.788,47.22,56.178,64.607,74.394,76.584,83.057,94.363,97.602,103.118
33.81,47.23,56.159,64.636,74.422,76.624,83.093,94.401,97.55,103.056
33.83,47.199,56.138,64.644,74.445,76.614,83.125,94.459,97.558,103.094
33.823,47.198,56.165,64.636,74.446,76.606,83.165,94.469,97.538,103.093
33.816,47.166,56.169,64.609,74.489,76.596,83.218,94.467,97.505,103.125
33.783,47.182,56.13,64.603,74.469,76.598,83.201,94.54,97.51100000000001,103.143
33.766,47.18,56.144,64.615,74.455,76.64,83.221,94.557,97.458,103.117
33.782,47.202,56.121,64.646,74.488,76.648,83.273,94.536,97.447,103.072
33.786,47.201,56.089,64.662,74.47,76.677,83.266,94.556,97.496,103.104
33.772,47.205,56.059,64.656,74.511,76.641,83.301,94.548,97.45,103.187
33.781,47.235,56.003,64.63,74.521,76.622,83.301,94.634,97.368,103.191
33.764,47.241,56.0,64.631,74.539,76.667,83.289,94.61,97.362,103.23
33.764,47.278,56.026,64.642,74.542,76.693,83.268,94.658,97.474,103.233
33.759,47.326,56.075,64.661,74.608,76.667,83.259,94.738,97.459,103.26
33.755,47.323,56.069,64.631,74.606,76.721,83.241,94.727,97.445,103.316
33.768,47.323,56.075,64.606,74.529,76.772,83.272,94.659,97.47099999999999,103.32
33.757,47.358,56.054,64.655,74.533,76.819,83.302,94.677,97.548,103.37
33.753,47.383,56.07,64.654,74.524,76.848,83.358,94.751,97.588,103.432
33.754,47.401,56.091,64.651,74.537,76.826,83.326,94.735,97.621,103.545
33.777,47.369,56.08,64.654,74.528,76.806,83.269,94.749,97.676,103.622
33.788,47.404,56.076,64.643,74.587,76.862,83.263,94.811,97.64,103.626
33.798,47.415,56.086,64.666,74.601,76.89,83.265,94.855,97.659,103.629
33.791,47.409,56.077,64.687,74.588,76.878,83.302,94.854,97.724,103.704
33.799,47.408,56.079,64.742,74.566,76.876,83.252,94.815,97.662,103.648
33.816,47.398,56.05,64.747,74.585,76.867,83.192,94.828,97.716,103.667
33.852,47.405,56.085,64.782,74.631,76.857,83.181,94.834,97.746,103.65
33.835,47.412,56.101,64.772,74.658,76.888,83.188,94.766,97.63,103.719
33.852,47.408,56.137,64.8,74.678,76.918,83.189,94.79,97.587,103.792
33.835,47.429,56.158,64.822,74.657,76.889,83.26,94.815,97.559,103.752
33.848,47.451,56.121,64.81,74.603,76.854,83.317,94.83,97.572,103.798
33.842,47.458,56.15,64.825,74.608,76.839,83.277,94.824,97.536,103.803
33.855,47.457,56.158,64.804,74.564,76.882,83.331,94.816,97.52,103.848
33.856,47.454,56.162,64.825,74.654,76.876,83.32,94.826,97.55,103.84
33.861,47.418,56.127,64.813,74.667,76.876,83.373,94.862,97.529,103.867
